Boy_Name,Girl_Name,Boy_Age,Girl_Age,Boy_FavColor,Girl_FavColor,Boy_Hobby,Girl_Hobby,Boy_FavMovieGenre,Girl_FavMovieGenre,Boy_Zodiac,Girl_Zodiac,Compatibility_Score
Mark,Nancy,39,39,Purple,Pink,Drawing,Reading,Romance,Adventure,Capricorn,Aquarius,110
Paul,Sandra,24,21,Brown,Pink,Traveling,Traveling,Fantasy,Documentary,Scorpio,Taurus,114
Steven,Patricia,34,32,Brown,Brown,Reading,Sports,Thriller,Thriller,Libra,Capricorn,126
Steven,Donna,39,21,White,White,Fishing,Dancing,Action,Comedy,Cancer,Cancer,84
Robert,Karen,21,22,Purple,Green,Singing,Sports,Adventure,Romance,Aries,Sagittarius,98
Steven,Kimberly,19,32,Blue,Green,Traveling,Fishing,Adventure,Comedy,Scorpio,Virgo,84
Daniel,Ashley,40,18,Green,Blue,Dancing,Sports,Adventure,Sci-Fi,Libra,Aries,66
Robert,Jennifer,37,23,Yellow,Black,Dancing,Sports,Sci-Fi,Fantasy,Leo,Taurus,72
James,Nancy,19,38,Yellow,Yellow,Sports,Reading,Horror,Action,Libra,Taurus,82
James,Kimberly,31,40,Orange,Brown,Reading,Drawing,Adventure,Romance,Aquarius,Pisces,82
Kevin,Nancy,20,29,Black,Black,Drawing,Gaming,Fantasy,Romance,Pisces,Aquarius,92
Steven,Linda,29,37,Purple,Blue,Cooking,Singing,Documentary,Thriller,Aquarius,Capricorn,84
Richard,Jessica,35,24,Pink,Orange,Fishing,Gaming,Documentary,Comedy,Aquarius,Virgo,88
James,Donna,36,27,Black,Brown,Traveling,Reading,Horror,Adventure,Pisces,Pisces,82
William,Linda,32,33,Red,Pink,Singing,Gaming,Adventure,Thriller,Scorpio,Virgo,98
Thomas,Ashley,26,29,Brown,Brown,Cooking,Singing,Thriller,Action,Aries,Pisces,104
Michael,Laura,29,40,Red,Black,Sports,Gaming,Sci-Fi,Sci-Fi,Sagittarius,Leo,88
James,Ashley,33,27,Purple,Blue,Gaming,Reading,Documentary,Romance,Cancer,Scorpio,88
Joseph,Sandra,39,31,Red,Orange,Cooking,Gaming,Fantasy,Comedy,Sagittarius,Pisces,94
Joseph,Elizabeth,39,40,Purple,Purple,Hiking,Hiking,Drama,Horror,Capricorn,Virgo,128
Steven,Linda,30,30,Pink,White,Singing,Singing,Fantasy,Horror,Gemini,Libra,120
Paul,Lisa,33,21,Blue,Yellow,Hiking,Fishing,Adventure,Documentary,Cancer,Cancer,76
Steven,Mary,27,24,Red,Brown,Fishing,Singing,Fantasy,Action,Leo,Cancer,104
James,Sandra,30,20,Black,Purple,Hiking,Cooking,Sci-Fi,Fantasy,Libra,Aries,90
David,Laura,29,35,Green,Yellow,Sports,Singing,Action,Comedy,Pisces,Cancer,88
David,Jessica,39,24,Orange,Pink,Reading,Sports,Comedy,Adventure,Capricorn,Pisces,70
Paul,Jessica,18,27,Yellow,Orange,Reading,Reading,Sci-Fi,Sci-Fi,Virgo,Scorpio,112
Thomas,Donna,27,38,Brown,Purple,Reading,Sports,Sci-Fi,Thriller,Pisces,Scorpio,78
Kevin,Mary,39,18,Yellow,Purple,Singing,Fishing,Comedy,Drama,Aquarius,Gemini,58
Daniel,Laura,29,24,Brown,White,Cooking,Drawing,Adventure,Horror,Scorpio,Pisces,90
Michael,Jessica,39,30,Orange,Brown,Dancing,Reading,Action,Thriller,Cancer,Scorpio,92
Joseph,Elizabeth,36,37,Orange,Green,Singing,Sports,Adventure,Drama,Aquarius,Scorpio,98
James,Nancy,21,26,Orange,Purple,Fishing,Cooking,Adventure,Thriller,Scorpio,Aquarius,90
Andrew,Mary,21,30,Orange,Green,Hiking,Sports,Horror,Adventure,Leo,Leo,92
Richard,Sandra,31,39,Green,Black,Cooking,Hiking,Documentary,Fantasy,Cancer,Sagittarius,94
John,Mary,21,23,Green,Pink,Sports,Fishing,Comedy,Comedy,Gemini,Gemini,116
Daniel,Ashley,25,33,White,Pink,Fishing,Cooking,Comedy,Drama,Libra,Pisces,84
Michael,Jessica,39,39,White,Pink,Hiking,Drawing,Documentary,Sci-Fi,Aquarius,Gemini,100
John,Jessica,31,33,Yellow,Yellow,Dancing,Hiking,Romance,Adventure,Leo,Pisces,116
Steven,Linda,35,29,Purple,Pink,Sports,Traveling,Drama,Documentary,Aries,Aquarius,88
David,Jessica,36,19,Yellow,Red,Gaming,Hiking,Comedy,Comedy,Gemini,Cancer,86
Thomas,Donna,28,33,Brown,Black,Singing,Sports,Adventure,Sci-Fi,Capricorn,Gemini,100
David,Laura,25,38,Green,Pink,Reading,Traveling,Romance,Action,Cancer,Scorpio,84
Mark,Elizabeth,33,18,Black,Yellow,Reading,Fishing,Sci-Fi,Documentary,Pisces,Taurus,80
Robert,Ashley,37,21,Black,White,Sports,Dancing,Horror,Romance,Leo,Sagittarius,68
John,Kimberly,25,37,Pink,Brown,Gaming,Cooking,Adventure,Fantasy,Aquarius,Leo,86
James,Kimberly,18,23,Brown,Black,Reading,Traveling,Drama,Sci-Fi,Virgo,Capricorn,90
Steven,Lisa,26,37,Red,Orange,Singing,Singing,Romance,Sci-Fi,Leo,Gemini,88
Daniel,Kimberly,40,32,Green,Pink,Drawing,Hiking,Action,Romance,Taurus,Gemini,94
John,Donna,25,35,White,Orange,Fishing,Cooking,Horror,Comedy,Aries,Cancer,90
David,Linda,21,22,Green,Orange,Drawing,Gaming,Horror,Comedy,Leo,Scorpio,108
Mark,Linda,28,34,Purple,Black,Reading,Drawing,Drama,Romance,Sagittarius,Cancer,88
David,Patricia,23,29,Yellow,Pink,Sports,Dancing,Adventure,Horror,Cancer,Capricorn,88
Steven,Donna,34,40,White,Yellow,Traveling,Fishing,Documentary,Drama,Aquarius,Aquarius,88
Thomas,Laura,25,24,White,Red,Singing,Cooking,Romance,Adventure,Sagittarius,Scorpio,98
Steven,Laura,22,21,Blue,Green,Drawing,Gaming,Sci-Fi,Documentary,Aquarius,Gemini,108
William,Nancy,38,38,Blue,Purple,Dancing,Traveling,Fantasy,Fantasy,Scorpio,Sagittarius,110
Thomas,Laura,23,39,Pink,Purple,Cooking,Gaming,Horror,Action,Aries,Aquarius,78
Kevin,Susan,24,29,Yellow,Orange,Traveling,Dancing,Documentary,Sci-Fi,Cancer,Aries,90
Kevin,Linda,40,36,White,Red,Drawing,Fishing,Drama,Thriller,Aquarius,Virgo,92
Kevin,Susan,31,38,Blue,Red,Singing,Dancing,Action,Action,Scorpio,Capricorn,106
Steven,Patricia,25,40,Black,Blue,Traveling,Dancing,Documentary,Drama,Libra,Pisces,80
Thomas,Elizabeth,37,31,Green,Green,Sports,Hiking,Drama,Comedy,Gemini,Gemini,108
John,Elizabeth,30,18,Blue,Orange,Hiking,Sports,Action,Action,Libra,Scorpio,96
David,Linda,29,26,White,Purple,Fishing,Sports,Action,Sci-Fi,Libra,Sagittarius,94
Mark,Elizabeth,22,23,Purple,Blue,Cooking,Gaming,Drama,Comedy,Cancer,Cancer,98
Andrew,Sandra,24,35,Blue,Pink,Sports,Drawing,Horror,Comedy,Sagittarius,Pisces,88
James,Ashley,21,24,Pink,Purple,Traveling,Cooking,Documentary,Romance,Aquarius,Scorpio,104
Mark,Lisa,37,20,White,Black,Drawing,Gaming,Thriller,Romance,Capricorn,Cancer,76
James,Linda,30,38,Blue,Blue,Sports,Drawing,Documentary,Romance,Capricorn,Aquarius,94
Steven,Elizabeth,19,26,Blue,White,Traveling,Reading,Romance,Comedy,Cancer,Libra,96
Robert,Jennifer,25,28,Yellow,Pink,Dancing,Dancing,Comedy,Horror,Cancer,Capricorn,114
Kevin,Lisa,18,31,Purple,Blue,Gaming,Singing,Thriller,Fantasy,Cancer,Sagittarius,84
Daniel,Laura,36,27,Pink,Blue,Dancing,Traveling,Horror,Drama,Virgo,Gemini,92
Thomas,Jessica,40,28,Pink,Green,Fishing,Dancing,Romance,Fantasy,Aquarius,Libra,76
Joseph,Patricia,34,24,Black,Pink,Cooking,Fishing,Horror,Drama,Scorpio,Sagittarius,90
Thomas,Patricia,35,34,Yellow,Green,Cooking,Dancing,Fantasy,Comedy,Leo,Virgo,98
Richard,Sandra,27,30,Red,Red,Singing,Sports,Documentary,Documentary,Scorpio,Virgo,124
Andrew,Jennifer,32,40,White,Black,Cooking,Hiking,Romance,Thriller,Leo,Cancer,94
Paul,Karen,33,22,White,Brown,Dancing,Traveling,Action,Romance,Aquarius,Aries,78
Kevin,Susan,31,24,Blue,Yellow,Reading,Sports,Horror,Horror,Gemini,Virgo,106
Kevin,Jessica,30,25,Blue,Black,Singing,Traveling,Thriller,Romance,Capricorn,Libra,100
Steven,Susan,28,33,Brown,Pink,Traveling,Singing,Adventure,Thriller,Cancer,Scorpio,100
William,Jessica,28,29,Green,Black,Reading,Cooking,Action,Horror,Pisces,Scorpio,108
Paul,Mary,21,36,Yellow,Pink,Hiking,Drawing,Comedy,Action,Aries,Virgo,80
Daniel,Jessica,18,22,Black,White,Traveling,Singing,Comedy,Documentary,Taurus,Gemini,92
Michael,Jessica,26,40,Brown,Pink,Sports,Gaming,Horror,Adventure,Pisces,Pisces,82
Richard,Lisa,27,26,Black,Black,Fishing,Drawing,Adventure,Fantasy,Taurus,Cancer,118
Richard,Mary,28,18,Red,Black,Gaming,Sports,Horror,Documentary,Taurus,Virgo,80
Daniel,Laura,37,31,Pink,Yellow,Hiking,Traveling,Sci-Fi,Documentary,Aries,Virgo,88
Kevin,Patricia,22,24,Orange,Black,Gaming,Reading,Comedy,Action,Libra,Sagittarius,106
William,Jennifer,30,34,Red,Pink,Reading,Reading,Comedy,Comedy,Aries,Virgo,112
Paul,Laura,19,21,Yellow,Purple,Reading,Dancing,Fantasy,Horror,Capricorn,Leo,96
David,Sandra,18,39,Pink,Green,Sports,Hiking,Drama,Action,Scorpio,Aquarius,68
Daniel,Sandra,40,27,White,Pink,Drawing,Hiking,Sci-Fi,Romance,Scorpio,Scorpio,74
Andrew,Patricia,26,36,Blue,White,Reading,Reading,Documentary,Fantasy,Pisces,Aries,100
William,Susan,20,18,Black,White,Cooking,Traveling,Horror,Horror,Aquarius,Virgo,116
David,Karen,25,25,Orange,Green,Sports,Hiking,Documentary,Documentary,Scorpio,Aries,110
Joseph,Jennifer,30,18,Brown,Pink,Fishing,Hiking,Adventure,Romance,Capricorn,Leo,86
Mark,Jennifer,40,39,White,Pink,Reading,Dancing,Documentary,Sci-Fi,Pisces,Scorpio,98
Richard,Lisa,27,40,Black,Brown,Traveling,Singing,Documentary,Romance,Scorpio,Capricorn,84
Thomas,Kimberly,20,23,Purple,Green,Traveling,Sports,Sci-Fi,Sci-Fi,Aries,Libra,114
Thomas,Jennifer,29,22,Red,Yellow,Singing,Singing,Comedy,Action,Virgo,Taurus,106
Steven,Donna,24,28,Red,Purple,Drawing,Gaming,Documentary,Adventure,Taurus,Pisces,102
James,Elizabeth,18,31,Green,Pink,Singing,Dancing,Romance,Romance,Libra,Capricorn,94
Richard,Kimberly,37,40,White,Orange,Sports,Gaming,Fantasy,Horror,Libra,Sagittarius,94
William,Karen,35,24,Yellow,Red,Dancing,Traveling,Fantasy,Drama,Aquarius,Cancer,88
David,Jessica,36,22,Brown,Red,Fishing,Dancing,Comedy,Thriller,Cancer,Virgo,82
Andrew,Linda,32,34,Black,Black,Sports,Drawing,Comedy,Action,Aquarius,Taurus,106
David,Donna,34,31,Orange,Yellow,Singing,Singing,Sci-Fi,Drama,Aries,Capricorn,114
Robert,Laura,19,36,Purple,Green,Singing,Traveling,Sci-Fi,Adventure,Cancer,Sagittarius,66
Thomas,Ashley,29,29,Blue,Orange,Dancing,Cooking,Sci-Fi,Sci-Fi,Virgo,Sagittarius,120
Richard,Patricia,37,40,Purple,Red,Hiking,Hiking,Romance,Action,Leo,Leo,104
Mark,Laura,37,27,Yellow,Yellow,Singing,Sports,Adventure,Comedy,Libra,Aries,90
Paul,Jennifer,33,30,Orange,Orange,Traveling,Gaming,Romance,Drama,Leo,Virgo,104
Kevin,Laura,34,24,Purple,Blue,Drawing,Drawing,Adventure,Action,Gemini,Virgo,90
Kevin,Ashley,24,37,Orange,Green,Dancing,Singing,Comedy,Comedy,Aquarius,Sagittarius,94
Daniel,Donna,20,18,Black,Orange,Singing,Reading,Horror,Fantasy,Virgo,Pisces,96
Paul,Sandra,38,27,Green,Pink,Hiking,Fishing,Comedy,Sci-Fi,Scorpio,Sagittarius,78
Paul,Patricia,40,27,Pink,Pink,Sports,Gaming,Action,Documentary,Leo,Aries,94
John,Jessica,39,36,Purple,Orange,Reading,Dancing,Fantasy,Fantasy,Pisces,Aquarius,114
Kevin,Susan,33,23,Pink,Purple,Traveling,Fishing,Drama,Adventure,Pisces,Libra,90
Kevin,Patricia,36,37,Green,Black,Drawing,Dancing,Documentary,Action,Virgo,Aquarius,108
Mark,Sandra,26,19,Pink,Yellow,Traveling,Traveling,Comedy,Sci-Fi,Aquarius,Gemini,96
John,Elizabeth,25,32,Yellow,Yellow,Sports,Reading,Thriller,Documentary,Cancer,Gemini,96
Richard,Ashley,27,34,Orange,Brown,Fishing,Drawing,Sci-Fi,Thriller,Gemini,Aries,86
Robert,Laura,32,31,Black,Yellow,Sports,Singing,Fantasy,Adventure,Scorpio,Pisces,108
Michael,Kimberly,24,33,Pink,Blue,Dancing,Sports,Romance,Drama,Gemini,Leo,82
Steven,Nancy,36,35,Pink,Red,Hiking,Sports,Romance,Adventure,Gemini,Sagittarius,98
Andrew,Jessica,25,27,Purple,Blue,Dancing,Drawing,Thriller,Drama,Gemini,Aries,96
William,Mary,31,30,White,Black,Hiking,Sports,Sci-Fi,Sci-Fi,Scorpio,Capricorn,108
Thomas,Lisa,18,29,Brown,Orange,Gaming,Cooking,Sci-Fi,Action,Pisces,Scorpio,78
Robert,Jennifer,33,20,Purple,Brown,Traveling,Sports,Comedy,Documentary,Taurus,Gemini,74
Michael,Karen,36,36,Orange,Pink,Sports,Sports,Action,Fantasy,Cancer,Leo,110
Steven,Donna,39,30,Blue,Pink,Sports,Cooking,Drama,Drama,Pisces,Pisces,92
James,Jessica,25,37,Blue,Brown,Dancing,Traveling,Thriller,Horror,Aquarius,Cancer,76
Robert,Laura,21,25,Yellow,Orange,Singing,Sports,Thriller,Drama,Capricorn,Leo,102
Joseph,Nancy,30,37,Blue,Red,Hiking,Cooking,Drama,Fantasy,Libra,Scorpio,96
Andrew,Susan,40,39,Orange,White,Traveling,Reading,Drama,Documentary,Aquarius,Capricorn,98
John,Linda,19,36,White,White,Fishing,Gaming,Romance,Adventure,Aquarius,Gemini,76
John,Donna,35,38,Blue,White,Cooking,Dancing,Romance,Adventure,Pisces,Capricorn,94
Thomas,Nancy,18,22,Blue,Brown,Fishing,Cooking,Action,Romance,Capricorn,Cancer,92
David,Jessica,40,25,Pink,White,Cooking,Reading,Comedy,Action,Capricorn,Cancer,80
Steven,Sandra,22,28,Blue,Black,Singing,Drawing,Comedy,Thriller,Capricorn,Sagittarius,98
Andrew,Sandra,27,33,Yellow,Orange,Sports,Fishing,Thriller,Thriller,Aries,Virgo,98
Mark,Patricia,36,35,Blue,Purple,Drawing,Traveling,Fantasy,Sci-Fi,Scorpio,Leo,98
Thomas,Jennifer,23,33,Pink,Blue,Cooking,Hiking,Comedy,Thriller,Aquarius,Taurus,80
Andrew,Mary,21,37,Pink,Blue,Gaming,Drawing,Sci-Fi,Drama,Aries,Cancer,68
John,Susan,19,25,White,White,Reading,Drawing,Drama,Romance,Gemini,Aries,98
William,Ashley,19,35,Pink,Brown,Sports,Singing,Documentary,Fantasy,Aries,Virgo,68
Robert,Kimberly,29,39,Black,Blue,Traveling,Cooking,Documentary,Sci-Fi,Taurus,Pisces,80
James,Mary,30,23,Green,Pink,Reading,Fishing,Sci-Fi,Thriller,Sagittarius,Aquarius,96
Michael,Patricia,20,29,White,Yellow,Hiking,Hiking,Adventure,Drama,Aries,Taurus,92
William,Jessica,33,29,Green,Yellow,Reading,Cooking,Fantasy,Sci-Fi,Libra,Leo,102
Paul,Linda,24,29,Black,Purple,Gaming,Sports,Fantasy,Comedy,Sagittarius,Cancer,100
Steven,Susan,36,19,Green,Blue,Gaming,Fishing,Action,Drama,Gemini,Libra,66
James,Patricia,21,28,Orange,Black,Cooking,Dancing,Action,Adventure,Leo,Scorpio,86
Mark,Nancy,38,21,Black,Red,Reading,Singing,Romance,Thriller,Pisces,Libra,66
Steven,Jennifer,39,29,Purple,Yellow,Cooking,Fishing,Action,Comedy,Aries,Scorpio,90
Joseph,Lisa,30,20,Blue,Purple,Singing,Sports,Comedy,Comedy,Aquarius,Cancer,100
David,Ashley,21,35,White,Black,Dancing,Dancing,Fantasy,Action,Scorpio,Scorpio,82
Daniel,Mary,33,23,Orange,Black,Dancing,Dancing,Thriller,Drama,Sagittarius,Taurus,90
John,Susan,35,35,Red,Pink,Reading,Sports,Thriller,Sci-Fi,Leo,Libra,100
Mark,Nancy,33,28,Green,Green,Hiking,Hiking,Romance,Romance,Leo,Cancer,130
Thomas,Patricia,33,35,White,Red,Hiking,Hiking,Romance,Fantasy,Leo,Gemini,116
James,Susan,28,28,Black,Yellow,Hiking,Drawing,Sci-Fi,Sci-Fi,Libra,Pisces,120
Richard,Lisa,23,23,Orange,Green,Fishing,Sports,Documentary,Drama,Capricorn,Virgo,110
Paul,Nancy,26,34,Orange,Blue,Sports,Dancing,Adventure,Sci-Fi,Virgo,Aries,84
James,Linda,19,27,Black,Pink,Traveling,Drawing,Comedy,Fantasy,Taurus,Gemini,84
Thomas,Nancy,30,33,Red,Pink,Singing,Cooking,Fantasy,Horror,Sagittarius,Taurus,104
John,Patricia,34,39,Blue,Yellow,Traveling,Cooking,Comedy,Adventure,Scorpio,Gemini,100
Michael,Jennifer,20,21,Brown,Pink,Drawing,Fishing,Documentary,Romance,Gemini,Taurus,98
Richard,Elizabeth,25,22,Pink,Black,Cooking,Sports,Thriller,Drama,Sagittarius,Virgo,94
Michael,Nancy,33,31,Blue,Yellow,Fishing,Hiking,Action,Fantasy,Sagittarius,Leo,106
James,Sandra,20,30,Blue,Purple,Cooking,Sports,Sci-Fi,Thriller,Capricorn,Aries,90
Joseph,Jessica,40,31,Red,Yellow,Cooking,Sports,Adventure,Horror,Capricorn,Libra,92
Mark,Linda,39,18,White,Blue,Sports,Hiking,Comedy,Comedy,Aries,Aries,68
William,Mary,22,21,Pink,Orange,Dancing,Singing,Romance,Romance,Gemini,Sagittarius,118
Steven,Lisa,38,23,Pink,Black,Cooking,Fishing,Thriller,Action,Pisces,Cancer,70
Richard,Jessica,23,31,Purple,Blue,Dancing,Drawing,Sci-Fi,Documentary,Aries,Aquarius,94
Thomas,Linda,34,22,Purple,Blue,Drawing,Cooking,Romance,Horror,Scorpio,Leo,86
Joseph,Jessica,29,39,Red,Purple,Drawing,Fishing,Thriller,Romance,Taurus,Scorpio,90
Thomas,Susan,37,21,Purple,Blue,Reading,Drawing,Fantasy,Horror,Aquarius,Taurus,78
Paul,Nancy,25,37,Brown,Blue,Dancing,Traveling,Adventure,Comedy,Aquarius,Taurus,76
Steven,Jessica,40,34,Pink,Yellow,Fishing,Traveling,Sci-Fi,Comedy,Aquarius,Libra,88
Kevin,Kimberly,19,22,Blue,Yellow,Fishing,Sports,Fantasy,Action,Capricorn,Gemini,104
Paul,Laura,35,25,Purple,Red,Reading,Gaming,Documentary,Documentary,Taurus,Leo,100
Paul,Patricia,21,36,Green,Purple,Sports,Reading,Fantasy,Action,Capricorn,Taurus,70
Richard,Ashley,26,40,White,Orange,Hiking,Sports,Drama,Fantasy,Taurus,Virgo,72
Michael,Ashley,30,31,Brown,Black,Cooking,Traveling,Comedy,Adventure,Capricorn,Gemini,98
Joseph,Jessica,19,34,Purple,Purple,Gaming,Gaming,Documentary,Action,Taurus,Aries,90
Joseph,Laura,35,25,Purple,Orange,Drawing,Traveling,Thriller,Romance,Taurus,Pisces,80
Daniel,Susan,28,24,Yellow,Brown,Dancing,Hiking,Thriller,Comedy,Cancer,Pisces,102
John,Patricia,20,26,Purple,Red,Cooking,Reading,Sci-Fi,Drama,Libra,Aries,98
Michael,Ashley,31,36,Yellow,Brown,Sports,Drawing,Fantasy,Comedy,Gemini,Gemini,100
Robert,Karen,32,18,Red,Black,Dancing,Reading,Romance,Comedy,Virgo,Sagittarius,72
James,Sandra,29,27,Orange,Black,Reading,Drawing,Romance,Thriller,Capricorn,Aries,96
John,Laura,32,32,Blue,Black,Drawing,Traveling,Sci-Fi,Thriller,Virgo,Leo,110
Andrew,Susan,25,34,Black,White,Hiking,Gaming,Drama,Thriller,Aquarius,Taurus,82
David,Linda,27,40,Green,Black,Drawing,Reading,Adventure,Thriller,Libra,Scorpio,74
Paul,Elizabeth,21,23,Yellow,White,Cooking,Reading,Adventure,Sci-Fi,Virgo,Pisces,96
William,Nancy,38,23,Orange,Yellow,Sports,Gaming,Action,Comedy,Virgo,Taurus,80
James,Jessica,22,28,Black,White,Cooking,Traveling,Horror,Thriller,Cancer,Cancer,98
Robert,Sandra,36,37,Orange,Orange,Fishing,Dancing,Romance,Romance,Scorpio,Sagittarius,128
David,Donna,20,39,Pink,Pink,Singing,Dancing,Drama,Horror,Scorpio,Aquarius,72
Kevin,Jennifer,22,34,Yellow,White,Singing,Singing,Adventure,Comedy,Virgo,Scorpio,86
Andrew,Elizabeth,21,33,Yellow,Green,Hiking,Singing,Romance,Romance,Aquarius,Scorpio,96
Michael,Sandra,28,31,Blue,Orange,Gaming,Fishing,Fantasy,Action,Aries,Virgo,94
Robert,Sandra,21,27,Red,Black,Hiking,Reading,Thriller,Action,Scorpio,Pisces,98
William,Elizabeth,24,29,Black,Blue,Cooking,Gaming,Fantasy,Action,Taurus,Libra,90
James,Mary,30,22,Purple,Purple,Drawing,Hiking,Thriller,Comedy,Libra,Aquarius,104
Richard,Donna,31,29,Pink,Green,Drawing,Dancing,Drama,Sci-Fi,Gemini,Cancer,106
James,Kimberly,35,37,Black,Yellow,Traveling,Cooking,Adventure,Thriller,Aries,Leo,106
James,Nancy,30,24,Green,White,Drawing,Sports,Drama,Drama,Cancer,Cancer,108
Michael,Kimberly,36,27,Red,Red,Cooking,Cooking,Adventure,Drama,Taurus,Gemini,112
Richard,Donna,18,31,Orange,Blue,Cooking,Gaming,Sci-Fi,Action,Capricorn,Taurus,74
Robert,Karen,34,24,Yellow,Red,Cooking,Reading,Documentary,Adventure,Cancer,Virgo,90
James,Kimberly,28,35,Blue,White,Hiking,Sports,Action,Romance,Taurus,Libra,86
Richard,Susan,21,26,Purple,Pink,Drawing,Drawing,Drama,Documentary,Pisces,Sagittarius,110
Thomas,Karen,32,26,Purple,Purple,Cooking,Fishing,Fantasy,Horror,Cancer,Cancer,108
Joseph,Ashley,30,25,Red,White,Traveling,Sports,Romance,Sci-Fi,Scorpio,Sagittarius,90
Andrew,Linda,39,39,Blue,Brown,Singing,Dancing,Documentary,Sci-Fi,Aries,Scorpio,100
John,Nancy,40,18,Blue,Orange,Gaming,Sports,Fantasy,Drama,Virgo,Leo,66
William,Jennifer,31,36,Pink,Brown,Traveling,Sports,Comedy,Documentary,Sagittarius,Leo,100
Mark,Laura,25,26,Pink,Orange,Drawing,Cooking,Comedy,Thriller,Gemini,Cancer,98
Richard,Kimberly,25,21,Pink,Black,Drawing,Dancing,Thriller,Romance,Capricorn,Leo,102
Daniel,Kimberly,20,22,Purple,Orange,Drawing,Sports,Romance,Fantasy,Gemini,Sagittarius,106
Andrew,Jessica,21,36,Black,Pink,Sports,Reading,Action,Drama,Scorpio,Taurus,70
Michael,Mary,24,30,Yellow,Brown,Singing,Drawing,Drama,Documentary,Gemini,Aquarius,98
Andrew,Elizabeth,38,25,Brown,Brown,Gaming,Drawing,Drama,Romance,Taurus,Capricorn,84
Andrew,Kimberly,40,31,Brown,Black,Reading,Sports,Drama,Documentary,Aries,Gemini,92
Mark,Lisa,23,27,Orange,White,Gaming,Drawing,Action,Documentary,Capricorn,Libra,92
James,Susan,27,36,Brown,Orange,Dancing,Fishing,Romance,Thriller,Taurus,Gemini,92
Richard,Kimberly,23,27,Orange,Green,Cooking,Fishing,Horror,Drama,Leo,Gemini,102
Robert,Elizabeth,39,28,Brown,Brown,Hiking,Gaming,Sci-Fi,Romance,Virgo,Leo,98
Richard,Linda,25,39,Black,Purple,Gaming,Drawing,Comedy,Comedy,Cancer,Libra,92
Daniel,Susan,35,36,Orange,Blue,Gaming,Gaming,Comedy,Action,Capricorn,Aries,108
John,Karen,37,24,Pink,Yellow,Hiking,Reading,Thriller,Action,Gemini,Scorpio,74
Robert,Lisa,30,30,Orange,Brown,Hiking,Reading,Action,Comedy,Cancer,Capricorn,110
David,Susan,23,21,Red,Purple,Reading,Sports,Comedy,Comedy,Leo,Pisces,116
Robert,Donna,40,22,Purple,Brown,Fishing,Sports,Action,Comedy,Capricorn,Leo,64
Andrew,Patricia,40,26,Brown,White,Fishing,Sports,Thriller,Thriller,Scorpio,Capricorn,92
David,Kimberly,37,37,Brown,Pink,Traveling,Reading,Fantasy,Sci-Fi,Capricorn,Sagittarius,100
Mark,Patricia,34,19,Purple,Pink,Gaming,Reading,Comedy,Thriller,Leo,Pisces,70
John,Elizabeth,38,20,Yellow,Blue,Hiking,Singing,Fantasy,Comedy,Libra,Cancer,74
Paul,Nancy,26,35,Brown,Red,Gaming,Singing,Horror,Adventure,Taurus,Pisces,82
Thomas,Kimberly,30,28,Orange,Orange,Sports,Fishing,Sci-Fi,Action,Gemini,Taurus,106
Andrew,Ashley,36,22,Brown,Black,Drawing,Fishing,Documentary,Documentary,Sagittarius,Aries,82
Paul,Susan,29,40,Orange,Red,Fishing,Fishing,Romance,Thriller,Sagittarius,Sagittarius,88
Richard,Jennifer,21,29,Brown,Pink,Drawing,Fishing,Documentary,Drama,Aquarius,Leo,94
Richard,Kimberly,29,39,White,Red,Gaming,Cooking,Comedy,Comedy,Sagittarius,Pisces,100
Joseph,Ashley,22,32,White,Blue,Singing,Drawing,Drama,Comedy,Aries,Libra,80
John,Susan,37,26,Black,Brown,Reading,Dancing,Adventure,Comedy,Capricorn,Aries,88
William,Elizabeth,26,27,Blue,Yellow,Cooking,Traveling,Thriller,Action,Pisces,Pisces,108
Robert,Ashley,21,30,Yellow,White,Hiking,Sports,Comedy,Comedy,Taurus,Virgo,102
Kevin,Linda,37,21,Blue,Green,Dancing,Traveling,Action,Fantasy,Cancer,Aries,78
Kevin,Sandra,29,39,Brown,Green,Traveling,Singing,Comedy,Thriller,Sagittarius,Libra,90
Robert,Jennifer,20,30,Purple,Orange,Gaming,Cooking,Fantasy,Comedy,Libra,Gemini,90
Steven,Laura,30,39,Black,Purple,Singing,Hiking,Comedy,Fantasy,Gemini,Gemini,92
William,Lisa,26,32,Yellow,Blue,Traveling,Drawing,Fantasy,Comedy,Aries,Libra,98
Andrew,Mary,30,19,Orange,Green,Singing,Cooking,Adventure,Fantasy,Scorpio,Aries,88
John,Linda,35,29,Purple,Red,Hiking,Reading,Documentary,Comedy,Pisces,Aries,88
Joseph,Lisa,35,31,Brown,Pink,Fishing,Singing,Horror,Fantasy,Cancer,Taurus,102
Michael,Mary,22,20,Pink,Pink,Dancing,Drawing,Sci-Fi,Documentary,Virgo,Scorpio,116
Joseph,Lisa,29,36,Pink,Black,Drawing,Singing,Documentary,Thriller,Aquarius,Libra,86
Mark,Jessica,33,19,Black,Pink,Traveling,Dancing,Drama,Adventure,Gemini,Aquarius,72
David,Lisa,31,20,Purple,Green,Sports,Hiking,Drama,Comedy,Sagittarius,Capricorn,78
Mark,Elizabeth,21,28,Blue,Pink,Singing,Traveling,Horror,Horror,Scorpio,Pisces,106
Mark,Jessica,39,31,Purple,Pink,Fishing,Hiking,Adventure,Thriller,Aquarius,Taurus,84
